URL,label,url_length,num_subdomains,is_ip_address,uses_https,has_at_symbol,has_hyphen_in_domain,num_digits_in_url,double_slash_redirect,https_in_url,uses_shortening_service,num_script_tags,num_iframe_tags,num_embed_tags,num_object_tags,num_form_tags,num_anchor_tags,num_external_resources,external_forms,has_eval,has_escape,has_obfuscation,has_unescape,has_exec,uses_document_cookie,uses_window_location,uses_settimeout,uses_setinterval,uses_prompt,uses_alert,uses_confirm,num_meta_tags,has_meta_refresh,has_meta_keywords,has_meta_description,num_images,num_external_images,num_data_images,ssl_certificate_issuer,is_cert_verified,has_copyright,content_length,num_links,num_external_links,num_internal_links,num_empty_links,has_favicon,has_login_form,has_social_media_links,has_meta_redirect,num_emails_in_page,page_title_length,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef
https://buffzz163.com/?gclid=cj0kcqia_p6dbhd1arisaagi7hb82zdmvmwkvlfz-tforwbx_skotfexpqndtqsaos81q7iyfib9nusaavj1ealw_wcb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,buffzz163.com,13,0,com,8.987776042,1.0,0.5229071,0.035076724,3,0,0,0,0.0,90,0.75,14,0.11699999999999999,1,1,0,6,0.067,1,97,394,1,buffzz163?gclid=cj0kcqia_p6dbhd1arisaagi7hb82zdmvmwkvlfz-tforwbx_skotfexpqndtqsaos81q7iyfib9nusaavj1ealw_wc,0.0,99.07407407,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,1
https://www.royaldocks.london,1,29,2,0,1,0,0,0,0,0,0,5,1,0,0,4,51,0,2,0,0,1,0,1,0,0,1,0,0,0,0,13,0,0,0,23,0,0,Let's Encrypt,1,1,79564,51,19,32,0,1,0,1,0,2,24,28,www.royaldocks.london,21,0,london,100.0,1.0,9.290000000000001e-05,0.060984732,6,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036000000000000004,1,768,11629,1,royaldocks,100.0,100.0,1,0,1,0,0,0,0,3,1,1,1,1,0,0,0,0,1,72,3,4,39,0,59
http://www.acmarketsapp.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,www.acmarketsapp.com,20,0,com,100.0,1.0,0.5229071,0.063038056,3,1,0,0,0.0,14,0.5379999999999999,0,0.0,0,0,0,1,0.038,0,15,151,1,acmarketsapp,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dev-se-gu-rty-e-bisa-b00.pantheonsite.io/des/index.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,dev-se-gu-rty-e-bisa-b00.pantheonsite.io,40,0,io,40.98266617,0.405405405,0.0129268,0.052268876,2,1,0,0,0.0,40,0.6559999999999999,2,0.033,0,0,0,11,0.18,1,51,129,0,0,2.702702703,2.040816327,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0
https://web-6ab5e.firebaseapp.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,web-6ab5e.firebaseapp.com,25,0,com,76.50668420000001,0.6190476189999999,0.5229071,0.053004114000000005,3,1,0,0,0.0,20,0.606,2,0.061,0,0,0,3,0.091,1,108,8125,1,web-6ab5efirebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
https://myparcel-7da57.firebaseapp.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,myparcel-7da57.firebaseapp.com,30,0,com,63.644641,0.538461538,0.5229071,0.052238908,3,1,0,0,0.0,24,0.615,3,0.077,0,0,0,4,0.10300000000000001,1,2,648,1,myparcel-7da57firebaseapp,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
https://www.thehighlandersmuseum.com,1,36,2,0,1,0,0,0,0,0,0,55,0,0,0,0,77,4,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,"Starfield Technologies, Inc.",0,1,308876,77,8,69,19,1,0,1,0,0,60,35,www.thehighlandersmuseum.com,28,0,com,100.0,1.0,0.5229071,0.05611583,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.028999999999999998,1,2470,28149,1,thehighlandersmuseum,100.0,100.0,1,1,1,0,0,0,0,4,0,1,1,1,0,0,0,0,1,17,19,36,73,2,77
http://www.73ch91ch13f.100chickens.me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,www.73ch91ch13f.100chickens.me,30,0,me,26.86828841,0.52173913,0.0036375,0.031952093,2,2,0,0,0.0,14,0.389,9,0.25,0,0,0,2,0.055999999999999994,0,2,46,0,0,4.347826087,4.347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.waxqx.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,www.waxqx.com,13,0,com,88.39506173,1.0,0.5229071,0.042272887,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,2,29,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.911law.com,1,22,2,0,1,0,0,3,0,0,0,57,0,0,0,1,57,35,0,0,0,1,0,1,1,1,1,0,0,0,0,21,0,0,1,18,18,0,Let's Encrypt,1,1,1234318,57,0,57,0,1,0,0,0,20,143,21,www.911law.com,14,0,com,100.0,1.0,0.5229071,0.039464645,3,1,0,0,0.0,5,0.23800000000000002,3,0.14300000000000002,0,0,0,1,0.048,1,1212,7335,1,911law,100.0,100.0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,59,4,13,106,0,19
https://www.ffwp.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,www.ffwp.org,12,0,org,100.0,1.0,0.0799628,0.038306467000000004,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1733,3241,1,ffwp,100.0,100.0,1,0,1,0,0,1,6,1,0,1,0,1,0,0,0,0,1,55,26,22,135,7,49
https://www.ugsra.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,www.ugsra.org,13,0,org,100.0,1.0,0.0799628,0.060548745999999994,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1073,709,1,ugsra,100.0,100.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,13,20,66,3,3
https://www.mhs.net,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,www.mhs.net,11,0,net,100.0,1.0,0.0384199,0.05765758,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.055999999999999994,1,991,820,1,mhs,100.0,100.0,0,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,2,3,11,128,3,33
https://www.cooperorthodontics.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,www.cooperorthodontics.com,26,0,com,100.0,1.0,0.5229071,0.070602599,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1145,9381,1,operorthodontics,88.88888889,88.88888889,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,17,4,7,58,0,46
https://www.observatorioreligion.es,1,35,2,0,1,0,0,0,0,0,0,7,0,0,0,5,43,5,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,7,0,0,Let's Encrypt,1,0,27051,42,8,34,2,1,0,1,0,1,46,34,www.observatorioreligion.es,27,0,es,100.0,1.0,0.0064109,0.067091384,2,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.028999999999999998,1,520,423,1,obsrvatoriorligion,0.0,0.0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,10,1,3,33,2,11
https://www.tiska.com,1,21,2,0,1,0,0,0,0,0,0,20,0,0,0,1,35,4,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,14,0,0,Let's Encrypt,1,0,108149,35,12,23,0,1,0,0,0,1,68,20,www.tiska.com,13,0,com,100.0,1.0,0.5229071,0.063808001,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,218,231,1,tiska,100.0,100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,12,11,0,26
https://www.sinn-und-form.de,1,28,2,0,1,0,1,0,0,0,0,16,2,0,0,2,182,14,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,8,4,0,DigiCert Inc,0,1,94698,182,109,73,5,0,0,1,0,2,39,27,www.sinn-und-form.de,20,0,de,100.0,0.384615385,0.0326503,0.052061202,2,1,0,0,0.0,12,0.444,0,0.0,0,0,0,3,0.111,1,1175,2546,1,sinn-un-form,0.0,0.0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,1,4,8,11,7,4,123
https://sncm.i0821.cn/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,sncm.i0821.cn,13,0,cn,56.59863946,0.9,0.0033218,0.040741374,2,1,0,0,0.0,7,0.318,4,0.182,0,0,0,3,0.136,1,8,388,1,sncmi0821,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
http://www.ertyu.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,www.ertyu.com,13,0,com,77.28395062,1.0,0.5229071,0.061133263,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,9,50,1,ertyu,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://gateway.pinata.cloud/ipfs/bafybeiet6j4bfpytwwh6frgdk5mwnn3mwbvpdwlzya7xnidzcl4tl5adsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,gateway.pinata.cloud,20,0,cloud,23.94785548,0.571428571,0.0001819,0.037426492,5,1,0,0,0.0,73,0.785,8,0.086,0,0,0,4,0.043,1,2,101,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vipps.no,1,20,2,0,1,0,0,0,0,0,0,4,1,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,1,8,0,0,"GoDaddy.com, Inc.",0,0,21451,22,4,18,0,1,0,0,0,0,29,19,www.vipps.no,12,0,no,100.0,1.0,0.0023289,0.039551771,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,621,1500,1,vipps,100.0,100.0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,22,1,4,36,0,4
https://www.tranco-list.eu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,www.tranco-list.eu,18,0,eu,100.0,0.636363636,0.0056158,0.067075336,2,1,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,378,254,1,tranco-list,100.0,100.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,5,24,0,42
http://www.sam-sdelai.blogspot.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,www.sam-sdelai.blogspot.com,27,0,com,61.43055556,0.473684211,0.5229071,0.061651415999999994,3,2,0,0,0.0,19,0.5760000000000001,0,0.0,0,0,0,3,0.091,0,11,74,1,sam-sdelaiblogspot,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.sos.state.mn.us,1,27,4,0,1,0,0,0,0,0,0,11,0,0,0,1,147,14,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,1,6,6,0,Sectigo Limited,0,1,54279,145,24,121,9,1,0,1,0,12,35,26,www.sos.state.mn.us,19,0,us,100.0,0.5,0.0045585,0.063778899,2,3,0,0,0.0,11,0.423,0,0.0,0,0,0,3,0.115,1,844,522,1,sosstatemn,0.0,0.0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,9,5,9,96,9,99
https://www.jaguarnetwork.org,1,29,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Let's Encrypt,1,0,1062,0,0,0,0,1,0,0,0,0,0,28,www.jaguarnetwork.org,21,0,org,100.0,1.0,0.0799628,0.056596294000000005,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036000000000000004,1,2517,1820,1,jaguarnetwk,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,121,9,3,221,0,13
https://www.haydenjames.io,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,www.haydenjames.io,18,0,io,100.0,1.0,0.0129268,0.054461899,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,508,7206,1,haydenjames,100.0,100.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,3,3,0,58
https://appeal-caseid-26fb0.firebaseapp.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,appeal-caseid-26fb0.firebaseapp.com,35,0,com,57.82032032,0.45161290299999995,0.5229071,0.052510750999999994,3,1,0,0,0.0,28,0.636,3,0.068,0,0,0,5,0.114,1,15,85,1,appeal-caseid-26fb0firebaseapp,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://shorturl.at/msfs7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,shorturl.at,11,0,at,67.24336794,1.0,0.0038775999999999997,0.050720727,2,0,0,0,0.0,14,0.56,1,0.04,0,0,0,2,0.08,1,9,79,1,shorturlmsfs7,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
http://www.fashioncontainer.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,www.fashioncontainer.net,24,0,net,86.21428571,1.0,0.0384199,0.065995941,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,4,66,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.ourredeemerlcms.org,1,31,2,0,1,0,0,0,0,0,0,2,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,3,0,0,Amazon,0,1,9560,35,2,33,2,1,0,1,0,2,45,30,www.ourredeemerlcms.org,23,0,org,100.0,1.0,0.0799628,0.068713102,3,1,0,0,0.0,17,0.5670000000000001,0,0.0,0,0,0,1,0.033,1,261,231,1,ourredeemerlcms,100.0,100.0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,3,4,2,0,2,2
https://www.chainsawchick.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,www.chainsawchick.com,21,0,com,100.0,1.0,0.5229071,0.058066226,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036000000000000004,1,540,542,1,chainsawchick,100.0,100.0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,17
https://www.hibiny.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,www.hibiny.com,14,0,com,100.0,1.0,0.5229071,0.052442402,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1293,4208,1,hibiny,100.0,100.0,1,0,0,0,0,1,7,1,0,1,1,1,0,0,0,0,0,41,4,8,136,1,17
https://www.cancer.org,1,22,2,0,1,0,0,0,0,0,0,22,1,0,0,3,812,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,46,0,0,Sectigo Limited,0,1,457986,812,89,723,48,1,0,1,0,0,103,21,www.cancer.org,14,0,org,100.0,1.0,0.0799628,0.07510936,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,3824,656,1,cancer,100.0,100.0,1,0,1,0,0,1,2,1,0,1,1,1,0,0,1,0,1,29,10,18,180,9,36
