URL,label,num_subdomains,is_ip_address,has_at_symbol,has_hyphen_in_domain,num_digits_in_url,double_slash_redirect,https_in_url,uses_shortening_service,num_iframe_tags,num_embed_tags,num_object_tags,num_form_tags,num_anchor_tags,num_external_resources,external_forms,has_eval,has_escape,has_obfuscation,has_unescape,has_exec,uses_document_cookie,uses_window_location,uses_settimeout,uses_setinterval,uses_prompt,uses_alert,uses_confirm,num_meta_tags,has_meta_refresh,has_meta_keywords,num_images,num_external_images,num_data_images,ssl_certificate_issuer,is_cert_verified,content_length,num_links,num_internal_links,has_login_form,has_meta_redirect,num_emails_in_page,page_title_length,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef
https://www.roadsafetysweden.com,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,5.0,0.0,0.0,Telia Finland Oyj,0.0,45866.0,75.0,0.0,0.0,0.0,1.0,41.0,31,www.roadsafetysweden.com,24,0,com,100.0,1.0,0.5229071,0.060818238,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,903,869,1,roadsafetysweden,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,22,4,5,61,4,3
http://www.is-slick.com,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,www.is-slick.com,16,0,com,75.10683761,0.75,0.5229071,0.060519229,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0,2,31,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.play-google-com-1301476296.cos.ap-mumbai.myqcloud.com,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,www.play-google-com-1301476296.cos.ap-mumbai.myqcloud.com,57,0,com,30.93759477,0.387755102,0.5229071,0.045433149,3,4,0,0,0.0,34,0.54,10,0.159,0,0,0,8,0.127,0,11,192,0,0,2.040816327,2.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.wcpfc.int,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,Let's Encrypt,1.0,37393.0,105.0,0.0,0.0,0.0,1.0,12.0,20,www.wcpfc.int,13,0,int,100.0,1.0,0.0001586,0.045299396,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,428,3765,1,wcpfc,100.0,100.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,3,9,7,67,1,17
http://www.samp-shop.zzz.com.ua,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,Not HTTPS,0.0,3377.0,4.0,0.0,0.0,0.0,0.0,25.0,31,www.samp-shop.zzz.com.ua,24,0,ua,52.29849516,0.294117647,0.0023239,0.049729523,2,3,0,0,0.0,16,0.516,0,0.0,0,0,0,4,0.129,0,55,558,1,samp-shopzzzcom,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,5
https://www.uriland.it,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,Let's Encrypt,1.0,46964.0,82.0,60.0,0.0,0.0,0.0,7.0,21,www.uriland.it,14,0,it,100.0,1.0,0.012178,0.054079402,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,412,2947,1,urland,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,16,18,91,0,89
http://www.embarrassmentar.com,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,www.embarrassmentar.com,23,0,com,57.82153846,1.0,0.5229071,0.06795689,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0,2,37,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.aicm.com.mx,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,18.0,0.0,0.0,DigiCert Inc,0.0,61858.0,67.0,53.0,0.0,0.0,0.0,47.0,22,www.aicm.com.mx,15,0,mx,100.0,0.625,0.0017218,0.072249004,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1494,10403,1,aicco,0.0,0.0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,23,30,37,129,0,114
https://www.dotgo.eu,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,www.dotgo.eu,12,0,eu,100.0,1.0,0.0056158,0.067961273,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,645,526,1,dotgo,100.0,100.0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,25,0,8,39,1,78
http://www.freevideoproxy.com,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,8.0,8.0,0.0,Not HTTPS,0.0,28986.0,14.0,0.0,0.0,0.0,0.0,49.0,28,www.freevideoproxy.com,22,0,com,73.55425601,1.0,0.5229071,0.058382323,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,9,81,1,freevideoproxy,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
https://yzruumziposjrwu11.z20.web.core.windows.net/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,yzruumziposjrwu11.z20.web.core.windows.net,42,0,net,58.53504192,0.473684211,0.0384199,0.042267377,3,4,0,0,0.0,33,0.647,4,0.078,0,0,0,6,0.118,1,20,61,0,0,2.631578947,2.631578947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.colemans.ga,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,www.colemans.ga,15,0,ga,92.01101928,1.0,0.0002256,0.065812161,2,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,20,209,1,colemans,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.elrodtimber.com,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,Google Trust Services,0.0,68351.0,15.0,0.0,0.0,0.0,2.0,60.0,26,www.elrodtimber.com,19,0,com,100.0,1.0,0.5229071,0.065904897,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1222,2678,1,elrodtimber,100.0,100.0,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,64,2,19,15,0,9
https://morning-river-261d.img-datings.workers.dev/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,morning-river-261d.img-datings.workers.dev,42,0,dev,34.15598798,0.289473684,0.0009613,0.050277342,3,2,0,0,0.0,33,0.66,3,0.06,0,0,0,6,0.12,1,2,59,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.handbellworld.com,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,149.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,41.0,0.0,0.0,Network Solutions L.L.C.,0.0,26074.0,149.0,21.0,0.0,0.0,0.0,53.0,28,www.handbellworld.com,21,0,com,100.0,1.0,0.5229071,0.054318317,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,963,220,1,handbellworld,100.0,100.0,1,0,1,0,0,1,5,0,0,1,1,1,0,0,0,0,1,50,3,14,157,0,26
http://www.lhd.globalowa.com,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,www.lhd.globalowa.com,21,0,com,65.01345636,0.769230769,0.5229071,0.056254521,3,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0,2,36,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.sekigae.fun.w3ja.com,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,Not HTTPS,0.0,3377.0,4.0,0.0,0.0,0.0,0.0,25.0,30,www.sekigae.fun.w3ja.com,24,0,com,54.54761905,0.5625,0.5229071,0.050145975,3,3,0,0,0.0,15,0.5,1,0.033,0,0,0,3,0.1,0,9,50,1,sekigaefunw3ja,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.gemsofwar.com,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,78.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,12.0,0.0,Let's Encrypt,1.0,76826.0,59.0,0.0,0.0,0.0,0.0,68.0,24,www.gemsofwar.com,17,0,com,100.0,1.0,0.5229071,0.061998501,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,891,2840,1,gemsofwar,100.0,100.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,20,41,0,1,76
https://www.montereybaysolutions.com,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,131.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,73.0,1.0,34.0,Google Trust Services,0.0,228512.0,131.0,70.0,0.0,0.0,7.0,52.0,35,www.montereybaysolutions.com,28,0,com,100.0,1.0,0.5229071,0.063238204,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,1311,3018,1,montereybaysolutions,100.0,100.0,0,0,1,0,0,1,0,5,0,1,1,1,0,0,1,0,1,25,4,12,46,0,9
https://www.theinfoguiders.com,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,www.theinfoguiders.com,22,0,com,100.0,1.0,0.5229071,0.058902016,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,742,9381,1,theinfoguiders,100.0,100.0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,35,8,6,182,0,185
https://business-confirm-appeal-52c82.web.app/,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,business-confirm-appeal-52c82.web.app,37,0,app,41.66314252,0.333333333,0.001502,0.048287182,3,1,0,0,0.0,28,0.609,4,0.087,0,0,0,6,0.13,1,108,8125,1,business-confirm-eal-52c82web,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
https://www.southwhidbeyrecord.com,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,www.southwhidbeyrecord.com,26,0,com,100.0,1.0,0.5229071,0.055856274,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,2065,12455,1,southwhidbeyrerd,0.0,0.0,1,1,1,0,0,1,0,2,0,1,1,1,0,1,1,0,1,48,10,28,260,0,261
https://www.escapegamez.com,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google Trust Services,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26,www.escapegamez.com,19,0,com,100.0,1.0,0.5229071,0.065781989,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,920,2225,1,escapegamez,100.0,100.0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,31,1,7,49,1,9
https://www.purelogicol.com,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,42.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,1.0,30.0,0.0,0.0,Sectigo Limited,0.0,44910.0,41.0,0.0,0.0,0.0,1.0,43.0,26,www.purelogicol.com,19,0,com,100.0,1.0,0.5229071,0.064504126,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,774,1203,1,purelogil,0.0,0.0,1,1,1,0,0,1,0,3,1,1,1,1,0,0,1,0,1,7,5,8,24,0,15
https://www.myqsafe.co.uk,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,www.myqsafe.co.uk,17,0,uk,100.0,0.8,0.028555,0.052530239,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,305,253,1,myqsafeco,0.0,0.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,1,4,17,0,8
https://www.byoglobe.com,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,22.0,0.0,0.0,Let's Encrypt,1.0,422944.0,71.0,26.0,0.0,0.0,1.0,15.0,23,www.byoglobe.com,16,0,com,100.0,1.0,0.5229071,0.059982114,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1035,9381,1,byoglobe,100.0,100.0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,24,9,19,44,0,38
http://www.paperblank.best,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,www.paperblank.best,19,0,best,69.44444444,1.0,3.7e-05,0.051918105,4,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,2,35,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.rj46za4h3p99.top,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,www.rj46za4h3p99.top,20,0,top,37.31617647,0.333333333,0.0002752,0.026122948,3,1,0,0,0.0,8,0.308,6,0.231,0,0,0,1,0.038,0,2,35,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.dla.mil,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,190.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,14.0,7.0,0.0,Let's Encrypt,1.0,93781.0,169.0,70.0,0.0,0.0,1.0,47.0,18,www.dla.mil,11,0,mil,100.0,1.0,0.0002984,0.05590804,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1764,9044,1,dla,100.0,100.0,1,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,27,5,10,135,3,66
https://www.niis.org,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,Let's Encrypt,1.0,81940.0,67.0,0.0,0.0,0.0,3.0,47.0,19,www.niis.org,12,0,org,100.0,1.0,0.0799628,0.067371315,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,2071,16188,1,niis,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,15,2,15,64,1,17
https://www.klaschoolsnaperville.com,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,www.klaschoolsnaperville.com,28,0,com,100.0,1.0,0.5229071,0.060741571,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,1241,9381,1,klaschoolsnaperville,100.0,100.0,0,1,1,0,0,1,0,8,0,1,1,1,0,0,0,0,1,26,4,16,32,1,37
https://www.nothangryanymore.com,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,78.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,40.0,0.0,20.0,Google Trust Services,0.0,136444.0,78.0,69.0,0.0,0.0,1.0,50.0,31,www.nothangryanymore.com,24,0,com,100.0,1.0,0.5229071,0.062527022,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1318,8047,1,nothangryanymore,100.0,100.0,1,1,1,0,0,1,0,3,1,1,1,1,0,0,0,0,1,24,26,33,105,1,114
https://www.bcfii.ca,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,65.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,5.0,1.0,0.0,Let's Encrypt,1.0,55288.0,65.0,41.0,1.0,0.0,10.0,73.0,19,www.bcfii.ca,12,0,ca,100.0,1.0,0.0101825,0.051626144,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,820,9381,1,bfii,0.0,0.0,1,1,1,0,0,1,0,2,0,0,1,1,1,0,0,0,1,22,7,8,54,1,71
https://www.binaryemotions.com,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,Actalis S.p.A.,0.0,176528.0,41.0,5.0,0.0,0.0,1.0,56.0,29,www.binaryemotions.com,22,0,com,100.0,1.0,0.5229071,0.066475353,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1838,9381,1,binaryemotions,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,13,14,11,50,4,56
