URL,label,url_length,num_subdomains,is_ip_address,uses_https,has_at_symbol,has_hyphen_in_domain,num_digits_in_url,double_slash_redirect,https_in_url,uses_shortening_service,num_script_tags,num_iframe_tags,num_embed_tags,num_object_tags,num_form_tags,num_anchor_tags,num_external_resources,external_forms,has_eval,has_escape,has_obfuscation,has_unescape,has_exec,uses_document_cookie,uses_window_location,uses_settimeout,uses_setinterval,uses_prompt,uses_alert,uses_confirm,num_meta_tags,has_meta_refresh,has_meta_keywords,has_meta_description,num_images,num_external_images,num_data_images,ssl_certificate_issuer,is_cert_verified,has_copyright,content_length,num_links,num_external_links,num_internal_links,num_empty_links,has_favicon,has_login_form,has_social_media_links,has_meta_redirect,num_emails_in_page,page_title_length
https://buffzz163.com/?gclid=cj0kcqia_p6dbhd1arisaagi7hb82zdmvmwkvlfz-tforwbx_skotfexpqndtqsaos81q7iyfib9nusaavj1ealw_wcb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.royaldocks.london,1,29,2,0,1,0,0,0,0,0,0,5,1,0,0,4,51,0,2,0,0,1,0,1,0,0,1,0,0,0,0,13,0,0,0,23,0,0,Let's Encrypt,1,1,79564,51,19,32,0,1,0,1,0,2,24
http://www.acmarketsapp.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dev-se-gu-rty-e-bisa-b00.pantheonsite.io/des/index.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://web-6ab5e.firebaseapp.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://myparcel-7da57.firebaseapp.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.thehighlandersmuseum.com,1,36,2,0,1,0,0,0,0,0,0,55,0,0,0,0,77,4,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,"Starfield Technologies, Inc.",0,1,308876,77,8,69,19,1,0,1,0,0,60
http://www.73ch91ch13f.100chickens.me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.waxqx.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.911law.com,1,22,2,0,1,0,0,3,0,0,0,57,0,0,0,1,57,35,0,0,0,1,0,1,1,1,1,0,0,0,0,21,0,0,1,18,18,0,Let's Encrypt,1,1,1234318,57,0,57,0,1,0,0,0,20,143
https://www.ffwp.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ugsra.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.mhs.net,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.cooperorthodontics.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.observatorioreligion.es,1,35,2,0,1,0,0,0,0,0,0,7,0,0,0,5,43,5,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,7,0,0,Let's Encrypt,1,0,27051,42,8,34,2,1,0,1,0,1,46
https://www.tiska.com,1,21,2,0,1,0,0,0,0,0,0,20,0,0,0,1,35,4,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,14,0,0,Let's Encrypt,1,0,108149,35,12,23,0,1,0,0,0,1,68
https://www.sinn-und-form.de,1,28,2,0,1,0,1,0,0,0,0,16,2,0,0,2,182,14,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,8,4,0,DigiCert Inc,0,1,94698,182,109,73,5,0,0,1,0,2,39
https://sncm.i0821.cn/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.ertyu.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://gateway.pinata.cloud/ipfs/bafybeiet6j4bfpytwwh6frgdk5mwnn3mwbvpdwlzya7xnidzcl4tl5adsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.vipps.no,1,20,2,0,1,0,0,0,0,0,0,4,1,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,1,8,0,0,"GoDaddy.com, Inc.",0,0,21451,22,4,18,0,1,0,0,0,0,29
https://www.tranco-list.eu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.sam-sdelai.blogspot.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.sos.state.mn.us,1,27,4,0,1,0,0,0,0,0,0,11,0,0,0,1,147,14,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1,1,6,6,0,Sectigo Limited,0,1,54279,145,24,121,9,1,0,1,0,12,35
https://www.jaguarnetwork.org,1,29,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Let's Encrypt,1,0,1062,0,0,0,0,1,0,0,0,0,0
https://www.haydenjames.io,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://appeal-caseid-26fb0.firebaseapp.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://shorturl.at/msfs7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.fashioncontainer.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ourredeemerlcms.org,1,31,2,0,1,0,0,0,0,0,0,2,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,3,0,0,Amazon,0,1,9560,35,2,33,2,1,0,1,0,2,45
https://www.chainsawchick.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.hibiny.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.cancer.org,1,22,2,0,1,0,0,0,0,0,0,22,1,0,0,3,812,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,46,0,0,Sectigo Limited,0,1,457986,812,89,723,48,1,0,1,0,0,103
https://jokemoothong.com/homes/secure/781e3deab7c8110/region.php?particulier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.hs-orange.com,1,25,2,0,1,0,1,0,0,0,0,31,1,0,0,1,92,12,1,1,0,0,0,0,0,0,0,1,0,1,0,15,0,0,1,30,10,0,"Japan Registry Services Co., Ltd.",0,1,82567,91,21,70,2,1,0,1,0,0,11
https://www.funawards.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://ipfs.io/ipfs/bafybeihadfx74m3gnq3bjk4sc73tev2kaprnf7k4pmycj3xbt3yxtxs67e/tonepro888-onedrive.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://gateway.ipfs.io/ipfs/bafybeihbg3efsd2hiqwl3xba37vfj5vcd23zwy747mcz6nkc7piu3gecpq/dropmebox22_ofic4.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.cumberlandlodge.ac.uk,1,33,3,0,1,0,0,0,0,0,0,20,1,0,0,1,56,4,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,1,3,0,0,Let's Encrypt,1,1,83002,56,11,45,0,1,0,1,0,1,53
http://creativeengg.in/contents/earthlink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.enjoycompare.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://metamask.xlylh6.top,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ercim.eu,1,20,2,0,1,0,0,0,0,0,0,30,0,0,0,1,441,10,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,1,54,9,0,Let's Encrypt,1,1,105640,441,72,369,8,1,0,1,0,18,72
http://www.artzvuk.by,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.signswithanattitude.com,1,35,2,0,1,0,0,0,0,0,0,55,1,0,0,2,77,5,2,0,1,0,1,0,0,1,0,0,0,0,0,4,0,0,1,8,0,0,Sectigo Limited,0,1,43920,77,4,73,4,0,0,1,0,0,55
https://www.peteinfo.com,1,24,2,0,1,0,0,0,0,0,0,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,29,0,0,Let's Encrypt,1,0,16467,34,1,33,0,1,0,1,0,0,15
https://rinnovo-dominio.abletotravel.it/managehosting/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.autotech-co.com,1,27,2,0,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,Let's Encrypt,1,0,16778,8,0,8,0,1,0,0,0,0,12
https://www.westernsydneyairport.gov.au,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://sinplagasbolivia.com/ff/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.nyprowrestling.com,1,30,2,0,1,0,0,0,0,0,0,26,0,0,0,0,145,12,0,0,1,1,1,0,0,0,0,0,0,0,0,34,0,1,1,7,3,0,Let's Encrypt,1,1,33930,145,43,102,0,1,0,1,0,0,18
https://www.ncl.ucar.edu,1,24,3,0,1,0,0,0,0,0,0,3,0,0,0,1,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,Internet2,0,0,15266,116,16,100,0,0,0,0,0,3,27
https://www.slowtravelbavaria.com,1,33,2,0,1,0,0,0,0,0,0,21,0,0,0,1,46,4,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,1,2,0,1,Let's Encrypt,1,1,38660,46,12,34,7,1,0,1,0,0,60
https://www.modern-day-commando.com,1,35,2,0,1,0,1,0,0,0,0,3,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,Let's Encrypt,1,0,28845,47,2,45,0,1,0,0,0,0,60
http://www.tcc525e282b7a0afb69db3198b8dc8bb3b.ws,0,48,2,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Not HTTPS,0,0,637,1,1,0,0,0,0,0,0,0,44
https://webkeliyewebapp.web.app/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://accessible0-document-morroco-3jl58.ondigitalocean.app/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://loving-tharp.45-14-165-241.plesk.page/njczntuznzg3otc5mdask/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.corriecooks.com,1,27,2,0,1,0,0,0,0,0,0,42,1,0,0,1,105,3,0,0,1,1,1,1,1,1,1,0,0,0,0,25,0,0,1,97,1,46,Let's Encrypt,1,1,327773,105,11,94,1,1,0,1,0,1,37
https://www.koolkitchenpro.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.parks.wa.gov,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.radioreference.com,1,30,2,0,1,0,0,0,0,0,0,22,0,0,0,4,93,37,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,1,1,9,8,0,Amazon,0,1,77698,93,46,47,0,1,1,1,0,0,50
http://www.sena-adrlins.cf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.brieny.cf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.acubekraft.com,1,26,2,0,1,0,0,0,0,0,1,61,1,0,0,1,12,38,0,0,0,1,0,1,1,1,1,0,0,0,0,17,0,0,0,17,17,0,Google Trust Services,0,1,1190119,12,2,10,0,1,0,0,0,98,31
https://www.numberphile.com,1,27,2,0,1,0,0,0,0,0,0,27,0,0,0,1,119,8,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,1,3,2,0,Let's Encrypt,1,0,84125,116,2,114,0,1,0,1,0,1,11
http://mail.portale-utente-info.162-0-216-30.cprapid.com/checkclient.php?&amp;sessionid=9d30164cdeb61a4caaff2d044a3fd599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.hewale.net,1,22,2,0,1,0,0,0,0,0,0,30,1,0,0,1,81,14,1,0,0,1,0,0,1,1,1,0,0,0,1,8,0,1,1,32,3,0,Let's Encrypt,1,1,79304,53,26,27,3,1,0,1,0,4,20
http://www.securenab-aus.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.follypdx.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.nuclearpolicy101.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.al-shia.org,1,23,2,0,1,0,1,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,DigiCert Inc,0,0,11272,8,5,3,2,1,0,0,0,0,28
https://www.thirdlooks.com,1,26,2,0,1,0,0,0,0,0,0,19,0,0,0,1,248,2,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,112,0,0,Let's Encrypt,1,1,215526,248,104,144,2,0,0,1,0,0,76
https://www.compstonkitchen.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.forschungen-engi.ch,1,31,2,0,1,0,1,0,0,0,0,7,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,9,0,0,Let's Encrypt,1,1,14276,28,3,25,0,1,0,0,0,3,53
https://www.couponsaregreat.net,1,31,2,0,1,0,0,0,0,0,0,15,1,0,0,2,96,3,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0,0,1,34,0,0,Let's Encrypt,1,1,67055,96,11,85,0,1,0,1,0,0,65
http://www.turnerswindowstylings.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.telegramself.ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.zayc.club,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.cittyo.com,1,22,2,0,1,0,0,0,0,0,0,9,0,0,0,0,22,4,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,1,1,34,0,0,Let's Encrypt,1,0,30520,21,7,14,1,1,0,1,0,3,6
https://www.fiftyyearsofawoman.com,1,34,2,0,1,0,0,0,0,0,0,32,0,0,0,4,89,11,1,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,1,16,1,14,Let's Encrypt,1,1,78739,88,26,62,1,0,0,1,0,0,69
https://www.columbiaco.com,1,26,2,0,1,0,0,0,0,0,0,34,0,0,0,1,58,0,0,0,0,1,0,0,1,1,1,0,0,0,0,6,0,1,1,11,0,3,Let's Encrypt,1,1,98114,54,7,47,0,1,0,0,0,0,57
https://www.igpm.rwth-aachen.de,1,31,3,0,1,0,1,0,0,0,0,20,0,0,0,0,49,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,GEANT Vereniging,0,1,32546,49,7,42,1,1,0,0,0,0,11
https://www.pave.org.sg,1,23,3,0,1,0,0,0,0,0,0,33,3,0,0,1,66,65,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,29,29,0,Let's Encrypt,1,1,93404,66,57,9,0,1,0,1,0,6,4
http://www.thepngbusiness.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.fig.us,1,18,2,0,1,0,0,0,0,0,0,35,0,0,0,0,110,76,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,11,11,0,Let's Encrypt,1,1,224725,110,93,17,16,1,0,1,0,0,25
https://vn091-ab992.web.app/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.lakecowichangazette.com,1,35,2,0,1,0,0,0,0,0,0,20,1,0,0,1,292,24,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,1,1,37,14,0,Amazon,0,1,116164,292,54,238,0,1,0,1,0,0,61
https://www.estovadetapas.com,1,29,2,0,1,0,0,0,0,0,0,23,0,0,0,2,155,4,1,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,1,20,0,0,Let's Encrypt,1,1,101868,153,9,144,2,1,0,1,0,1,45
http://www.ir-shalplak.gq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://ce-synchro7.web.app/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.oriel.ox.ac.uk,1,26,4,0,1,0,0,0,0,0,0,22,1,0,0,2,204,9,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,14,0,0,Let's Encrypt,1,1,162649,203,20,183,1,1,0,1,0,3,25
https://allspurlabs.com/wp-content/plugins/us/k/verification/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.stammtischmusik.at,1,30,2,0,1,0,0,0,0,0,0,16,1,0,0,2,85,2,2,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,36,1,0,Let's Encrypt,1,1,32121,85,29,56,0,0,0,1,0,2,56
